73;256000
67;253952
73;258048
73;250880
77;258048
72;254464
70;256512
76;251392
76;261632
81;262144
87;260096
91;268800
89;261632
91;280064
96;275968
102;280064
110;292864
113;287744
109;291840
118;295936
126;298496
126;308224
134;318976
145;333824
151;344064
152;358912
156;367616
160;369152
160;364544
155;353280
149;344064
143;334848
142;327680
140;324608
137;311296
130;303616
125;295936
116;294400
106;286720
105;285184
105;274944
97;271872
93;264704
87;261632
92;264192
83;256512
82;264192
77;257536
75;253440
72;260608
80;252928
77;249856
71;258048
74;255488
73;254464
68;257024
68;254464
67;254976
68;250368
69;251392
71;265216
80;258048
84;262656
85;261120
85;263168
88;266752
88;264192
88;267264
91;264704
93;271872
100;273408
104;275456
103;278016
111;289280
114;286208
118;289280
119;290816
123;298496
128;300544
126;310272
129;313856
131;322048
137;321024
140;329216
145;335872
143;340992
149;338944
147;339456
136;325120
138;327168
134;326144
132;314880
132;315392
53;238080
55;243200
54;238592
55;243712
45;243200
51;244224
49;243712
47;250368
54;244736
55;248832
53;240640
58;246784
52;240640
45;242688
58;242688
58;256000
58;242176
62;247296
67;244736
57;250368
62;252416
60;249856
65;249856
56;249856
69;249344
60;251904
63;256512
62;251904
58;248320
64;252928
66;251904
64;250880
69;250880
71;253952
74;255488
67;252928
66;242688
64;254464
58;256000
69;249344
57;250368
62;249856
58;250880
65;244736
63;245760
53;247296
56;238592
58;246272
56;247808
52;247296
55;244224
55;245760
55;238592
50;249344
54;245760
46;241152
51;242176
54;235520
47;243712
47;243712
46;236032
45;248320
53;237056
52;241664
59;240128
51;243200
56;243712
52;240128
55;250368
54;246784
50;239616
55;250880
54;248832
54;246784
61;249344
54;247296
58;241664
58;246272
61;249344
55;247296
62;246784
57;248832
60;251392
63;248320
68;254464
65;251392
68;255488
61;249856
68;252928
73;245760
68;256000
68;256000
76;250368
72;258560
78;250880
62;260096
67;256000
65;251904
64;246784
61;248832
